Year,Lifeexpectancy(men),Lifeexpectancy(women),Infantdeaths,Alcohol,Measles,BMI,Under-fivedeaths,Polio,Totalexpenditure,Diphtheria ,HIV/AIDS,GDP,Population
2001,57,54,51,70,6.66,72,19,0,39.8,5,9,7.61,89
2000,50,64,82,98,6.78,28,37,0,39.1,5,86,8.1,86
2015,65,65,71,58,,50,48,4,55.6,10,88,,9
2014,62,63,60,52,0.01,18,51,0,54.9,10,78,5.47,88
2013,70,77,54,54,5.38,39,56,0,54.2,11,71,5.23,88
2012,68,54,79,51,5.14,23,37,0,53.6,11,94,5.18,95
2011,80,62,50,77,4.83,24,63,0,52.9,12,91,4.93,91
2010,71,60,66,91,4.72,56,40,0,52.2,12,92,5.3,93
2009,57,60,69,70,4.69,49,53,0,51.5,13,92,5.36,93
2008,62,65,85,84,4.85,67,45,1,5.8,14,93,4.73,93
2007,79,60,56,65,4.29,46,54,0,5.2,15,93,4.6,93
2006,76,80,80,77,4.22,75,33,0,49.5,15,94,4.47,94
2005,71,62,61,99,4.44,42,63,0,48.8,16,66,4.72,77
2004,51,61,78,64,4.27,22,69,0,48.1,18,81,4.56,86
2003,85,70,100,73,4.5,63,34,0,47.4,19,95,4.6,94
2002,61,60,60,72,4.03,20,62,0,46.7,20,95,4.94,95
2001,58,70,77,59,4.22,32,25,0,46.1,22,9,4.98,9
2000,80,69,66,62,4.59,18,60,1,45.4,24,93,4.83,98
2015,80,63,91,73,,74,49,619,25.4,66,79,,6
2014,58,78,95,96,4.52,67,52,58848,24.8,68,77,4.71,67
2013,77,59,56,67,4.61,45,73,2920,24.3,69,84,4.56,89
2012,68,72,58,83,5.02,60,49,1536,23.7,71,88,4.46,88
2011,81,64,93,96,4.96,22,49,6538,23.1,72,87,4.29,87
2010,83,77,58,52,4.85,59,41,6368,22.6,74,78,4.37,79
2009,69,78,80,57,4.42,53,34,1469,22.1,76,86,4.41,87
2008,69,66,54,65,4.21,46,59,341,21.6,78,91,4.5,91
2007,78,64,67,63,4.19,54,25,530,21.1,80,87,3.94,87
2006,77,75,83,91,4.08,26,58,9,2.6,82,88,3.95,88
2005,81,63,98,95,4.22,52,75,118,2.1,84,9,3.91,89
2004,82,56,60,82,4.45,22,20,3025,19.6,86,85,3.23,88
2003,50,56,99,53,4.44,41,70,10511,19.2,87,85,3.25,84
2002,84,67,82,52,4.42,42,51,7003,18.7,89,77,2.79,79
2001,55,76,94,69,4.54,50,44,7360,18.3,89,76,3,79
2000,79,74,62,75,4.73,24,54,7120,17.8,90,74,3.21,78
2015,78,71,74,51,,55,49,0,61.7,2,92,,98
2014,72,62,98,58,10.71,50,57,0,61.1,2,94,6.35,98
2013,85,64,85,55,11.63,40,72,84,6.4,2,95,6.4,99
2012,61,83,76,88,10.81,39,53,71,59.7,2,95,6.62,99
2011,53,55,71,85,10.93,25,19,0,59.1,2,96,6.7,99
2010,64,79,64,81,10.59,72,44,13,58.4,2,96,6.88,99
2009,72,50,66,68,10.7,57,45,115,57.8,3,96,7.12,99
2008,84,73,82,59,11.4,34,62,0,57.2,3,96,6.88,99
2007,58,58,59,100,10.9,24,28,40,56.6,3,99,6.28,99
2006,58,82,86,70,10.4,62,30,120,56,3,99,6.17,99
2005,77,85,53,80,9.5,75,57,13,55.5,3,99,6.2,99
2004,54,51,83,93,9.19,27,34,11,55,3,99,6.19,99
2003,63,80,93,66,9.06,63,46,48,54.5,3,98,6.22,99
2002,85,59,86,78,8.02,68,63,34,54,3,98,6.32,99
2001,54,56,87,97,7.74,57,66,133,53.6,3,98,5.86,98
2000,54,54,88,56,8.4,32,70,77,53.1,4,98,5.5,98
2015,80,74,69,78,,26,43,8,61.6,0,98,,98
2014,72,51,94,90,9.88,22,24,0,6.9,0,98,9.5,98
2013,81,82,65,87,10,29,27,1,6.2,0,98,9.55,98
2012,56,53,80,70,11.96,68,24,23,59.5,0,98,9.74,98
2011,66,75,78,100,11.92,49,20,2,58.8,0,97,1.7,97
2010,63,84,61,89,12.25,38,25,5,58.1,0,97,1.44,98
2009,66,66,51,54,12.03,73,50,3,57.3,0,96,1.42,96
2008,59,59,56,79,12.35,75,59,1,56.5,0,97,9.9,97
2007,84,56,62,77,12.57,53,73,0,55.7,0,96,9.62,97
2006,56,85,96,79,13.11,74,36,0,54.9,0,97,9.67,97
2005,75,80,54,85,13.33,28,66,7,54.1,1,93,9.98,93
2004,69,73,54,79,13.45,37,37,5,53.3,1,95,9.84,95
2003,85,74,96,75,14.21,44,67,8,52.5,1,96,9.54,99
2002,53,61,51,99,12,68,56,8,51.7,1,96,9.15,98
2001,79,78,78,82,12.22,73,61,0,5.9,1,96,9.1,97
2000,56,51,60,62,11.89,34,39,45,5.1,1,96,9.14,96
2015,76,73,93,68,,41,60,18,69.3,0,99,,99
2014,55,80,63,61,1.15,72,62,46,68.4,0,99,2.19,89
2013,83,67,79,64,1.2,39,34,73,67.7,0,99,2.15,97
2012,67,51,64,56,1.13,43,32,160,67,0,93,2.16,92
2011,53,81,52,90,1.16,41,43,101,66.5,0,92,1.93,93
2010,80,80,97,97,1.16,37,59,295,66,0,98,2.9,97
2009,74,50,68,69,1.11,32,70,112,65.6,0,98,2.63,99
2008,63,77,64,77,1.37,65,54,0,65.2,0,98,1.87,97
2007,70,69,54,77,1.24,62,20,361,65.1,0,97,2.31,94
2006,66,84,70,58,1.28,43,45,144,65,0,95,2.58,96
2005,73,55,98,98,1.18,21,21,74,65.1,0,98,3.1,97
2004,68,74,90,98,1.11,70,25,29,65,0,95,3.61,96
2003,83,82,59,97,1,30,60,24,64.7,0,93,4.14,92
2002,59,52,52,55,0.87,55,36,34,64.1,0,96,2.71,96
2001,71,85,90,78,0.76,54,61,23,63.3,0,93,2.56,93
2000,75,77,75,66,0.5,31,71,46,62.4,0,91,2.18,8
2015,51,60,68,91,,61,64,7,31.7,2,98,,98
2014,53,54,71,55,0.01,43,55,442,31.2,2,99,7.37,99
2013,81,55,65,83,9.33,49,65,107,3.8,2,99,7.2,99
2012,81,62,61,68,9.56,45,43,2,3.4,2,99,7.1,99
2011,57,51,66,89,9.34,58,57,42,3,2,98,6.83,99
2010,53,55,50,85,9.23,34,55,114,29.5,2,95,6.79,94
2009,55,79,57,67,8.97,19,44,17,29.1,2,95,6.66,94
2008,64,75,72,82,9.31,26,21,2,28.6,2,92,6.16,94
2007,52,76,81,100,9.05,71,18,194,28.2,2,91,5.99,91
2006,83,63,61,71,8.83,25,73,28,27.7,2,98,5.76,98
2005,50,62,57,53,9.03,19,74,7,27.2,3,96,5.33,96
2004,74,55,69,51,9.18,51,42,11,26.7,3,9,4.96,88
2003,84,71,58,88,9.66,38,21,33,26.2,3,94,4.93,97
2002,69,79,66,89,9.55,64,45,62,25.7,4,99,4.61,97
2001,62,54,68,71,11.45,65,23,23060,25.2,4,99,4.76,97
2000,63,72,99,77,10.33,75,27,32647,24.7,4,99,4.23,97
2015,57,73,97,90,,67,64,0,53.4,1,88,,87
2014,75,79,85,55,9.99,21,31,2,52.7,1,92,1.32,9
2013,58,69,62,83,10.49,66,48,27,52.1,1,92,1.5,9
2012,64,58,88,62,10.68,62,64,11,51.5,1,92,11.87,92
2011,50,61,52,74,9.45,29,58,0,5.9,1,96,1.61,93
2010,63,77,68,94,8.25,42,20,0,5.4,1,97,12.8,9
2009,51,50,71,68,8.45,45,49,0,49.9,1,87,12.49,85
2008,85,57,86,54,9.07,36,63,0,49.5,1,96,11.41,9
2007,79,57,91,93,9.66,39,26,10,49.1,1,93,1.88,92
2006,72,53,85,62,8.36,63,69,34,48.7,1,98,1.63,97
2005,76,71,88,100,10.78,20,70,6,48.3,1,99,9.15,98
2004,53,84,54,100,12.27,21,61,4,47.9,1,98,8.49,98
2003,66,65,87,83,8.15,43,22,87,47.6,1,98,8.24,98
2002,62,72,51,95,6.71,18,28,4929,47.2,1,98,8.31,97
2001,65,69,67,70,10.98,66,74,457,46.8,1,98,7,97
2000,53,70,86,86,9.89,57,35,687,46.5,2,97,6.65,95
2015,62,82,83,74,,49,73,4,6.7,2,89,,89
2014,73,57,92,61,0.01,50,39,59,59.9,2,94,5.57,94
2013,74,76,89,66,9.59,22,46,1159,59.2,2,88,5.6,92
2012,79,53,58,82,9.58,62,19,7450,58.4,2,92,5.48,91
2011,63,81,98,94,9.1,48,60,4189,57.7,2,89,5.53,89
2010,54,63,93,56,9,38,64,193,56.9,2,94,5.83,94
2009,85,54,89,57,10.4,51,50,8,56.3,3,95,5.56,95
2008,57,62,65,85,11.9,54,44,12,55.6,3,95,5.33,96
2007,63,66,93,90,10.6,59,65,353,55,3,96,5.21,96
2006,61,84,58,75,8.51,51,55,3196,54.4,4,97,5.6,97
2005,52,73,88,79,7.68,47,48,5043,53.9,4,97,5.47,97
2004,72,67,60,52,9.82,24,64,117,53.4,4,97,5.43,97
2003,54,74,83,57,8.78,65,34,9,52.9,4,97,5.3,97
2002,78,54,90,65,9.62,60,23,14,52.4,5,98,4.57,98
2001,77,69,52,81,9.78,74,30,10,51.9,5,99,4.36,99
2000,79,82,80,84,10.16,74,55,35,51.4,5,99,4.33,99
2015,57,84,85,57,,62,66,843,6.5,15,97,,97
2014,81,61,91,89,10.12,33,44,4711,59.9,15,97,7.7,97
2013,74,78,99,64,10.58,32,62,2339,59.3,16,98,7.9,97
2012,53,73,75,78,10.99,24,63,2123,58.7,16,98,6.88,97
2011,71,83,69,81,11.04,30,46,629,58.1,17,97,6.61,97
2010,85,72,66,59,11.05,38,73,129,57.5,17,98,6.83,97
2009,57,57,79,99,11.21,67,40,101,57,18,98,7.44,98
2008,58,71,50,76,12.04,21,40,27,56.6,18,98,6.22,98
2007,71,72,57,99,12.19,35,23,173,56.1,19,98,5.38,98
2006,53,85,82,58,11.79,55,58,1147,55.7,20,98,5.3,98
2005,50,73,84,75,11.57,22,56,454,55.3,20,98,5.21,98
2004,74,81,78,83,11.5,41,20,2444,55,21,98,5.19,97
2003,76,79,57,68,11.32,30,33,3291,54.7,22,97,5.61,96
2002,57,50,96,70,10.87,69,45,580,54.5,24,97,5.99,97
2001,66,72,92,95,10.47,32,21,2072,54.2,25,97,5.67,96
2000,51,85,81,79,10.18,43,52,4800,54,26,97,5.42,96
2015,62,52,75,56,,64,53,1,21.4,15,99,,98
2014,71,75,64,71,0.01,58,45,10,2.8,16,98,7.53,98
2013,72,61,76,88,0.01,72,49,17,2.1,17,98,7.69,98
2012,65,54,77,100,0.01,75,28,75,19.5,18,98,7.68,98
2011,67,83,73,59,8.34,45,29,31,18.9,20,93,7.71,97
2010,77,58,72,50,7.92,56,26,121,18.3,23,93,7.91,97
2009,60,64,69,84,7.11,49,54,5,17.7,25,93,7.2,97
2008,81,85,50,84,6.39,24,75,6,17.1,28,97,7.66,97
2007,54,58,61,87,6.78,24,44,26,16.5,30,98,8.49,97
2006,51,77,87,68,6.88,62,36,494,15.9,34,99,1.2,99
2005,67,50,68,75,7.01,35,65,129,15.4,38,95,6.83,95
2004,55,63,73,77,6.75,34,64,386,14.9,42,89,6.24,89
2003,69,81,96,57,6.66,23,68,1064,14.5,46,96,6.34,96
2002,62,52,81,77,7.82,56,53,2738,14.1,50,85,4.18,88
2001,72,65,64,84,5.72,67,72,896,13.7,54,76,4.38,77
2000,81,57,61,67,7.13,38,28,2095,13.2,57,9,4.22,9
2013,64,85,71,66,8.54,24,25,0,5.2,0,96,6.14,96
2015,51,57,99,81,,46,69,0,47.5,0,99,,99
2014,68,52,50,91,9.97,46,41,0,46.7,0,99,6.72,99
2013,51,71,95,81,9.73,48,53,0,45.9,0,99,7.85,99
2012,84,78,60,89,9.99,70,64,0,45.2,0,98,8.35,98
2011,59,83,50,73,10.43,20,29,0,44.5,0,99,7.58,99
2010,81,63,91,81,10.87,26,71,0,43.8,0,97,8.1,97
2009,70,76,86,95,11.09,41,26,0,43,0,95,8.12,95
2008,55,72,92,52,12.09,51,62,0,42.2,0,96,7.43,96
2007,79,71,92,57,12.68,45,49,0,41.3,0,99,6.81,99
2006,54,66,81,93,13.45,47,73,0,4.4,0,85,6.37,85
2005,70,52,57,81,12.32,59,69,0,39.6,0,95,6.25,95
2004,85,81,51,61,11.93,22,40,0,39,0,91,6.2,91
2003,63,66,96,64,12.55,33,20,0,38.4,0,91,6.1,9
2002,61,59,54,61,11.85,49,66,0,37.9,0,9,6.33,74
2001,51,71,89,77,12.03,59,58,0,37.3,0,99,6.1,99
2000,66,59,89,67,11.69,33,47,0,36.8,0,7,5.53,7
2015,58,78,76,63,,41,42,0,54.1,0,97,,98
2014,73,64,85,100,7.01,61,18,0,53.1,0,97,8.63,98
2013,68,74,58,93,7.07,71,39,0,52.2,0,97,5.21,97
2012,78,60,55,79,6.93,59,70,0,51.2,0,96,8.48,96
2011,72,76,89,71,7.02,57,37,0,5.3,0,96,4.99,96
2010,68,78,68,67,7,66,75,0,49.3,0,99,4.71,99
2009,51,80,86,83,6.85,41,22,0,48.4,0,99,5.13,99
2008,65,84,88,72,6.92,19,42,0,47.5,0,99,4.7,99
2007,85,62,55,95,5.89,59,56,0,46.6,0,99,3.92,99
2006,77,81,91,75,5.93,61,19,0,45.7,0,99,3.88,99
2005,70,55,98,86,6.04,69,52,0,44.7,0,93,3.66,99
2004,83,62,76,50,5.42,40,74,0,43.8,0,99,3.72,99
2003,69,80,77,88,5.1,60,68,0,42.9,0,99,3.91,99
2002,52,56,57,61,4.94,18,52,0,42,0,99,3.93,99
2001,57,64,88,51,4.73,27,38,0,41,0,99,3.64,99
2000,60,75,65,78,4.8,65,47,0,4.1,0,99,3.73,98
2015,59,78,71,76,,68,51,0,74.7,0,61,,66
2014,74,62,66,85,0.01,64,59,0,74.3,0,58,7.22,63
2013,78,62,84,70,0.01,75,20,0,73.8,0,62,6.91,67
2012,72,60,82,87,0.01,75,60,1,73.4,0,62,5.2,64
2011,81,72,77,93,2.15,33,42,0,72.9,0,6,5.8,65
2010,57,68,51,80,3.01,42,32,8,72.5,0,57,5.7,62
2009,50,78,51,82,2.88,32,36,0,72,0,45,5.4,49
2008,72,74,81,73,3.97,69,19,0,71.4,0,54,4.52,26
2007,67,62,61,76,3.85,18,65,0,7.9,0,49,5.25,53
2006,74,51,74,87,3.52,23,32,0,7.3,0,37,4.68,39
2005,65,76,72,91,3.63,38,54,0,69.7,0,55,4.47,49
2004,71,62,96,61,3.62,32,42,0,68.9,0,26,4.45,55
2003,51,53,86,80,4.17,55,59,0,68.2,0,82,4.71,83
2002,54,68,95,74,3.3,73,41,0,67.4,0,85,5.1,86
2001,80,56,55,76,3.43,57,65,0,66.5,0,83,5.16,85
2000,67,59,90,86,3,68,61,0,65.6,0,94,5.31,95
2013,75,66,70,87,0.01,50,70,0,,0,69,6.5,69
2015,84,73,50,82,,36,75,0,3.9,0,96,,96
2014,57,75,65,95,0.01,72,50,0,3.1,0,95,8.35,95
2013,58,80,98,54,0.01,36,56,0,29.3,0,97,9.76,97
2012,65,64,50,79,0.01,22,44,0,28.5,0,96,8.6,96
2011,57,74,96,69,5.69,74,42,0,27.7,0,96,5.44,96
2010,50,79,76,97,5.58,58,71,0,26.9,0,98,5.24,98
2009,79,69,72,59,4.13,50,34,0,26.2,0,99,6.65,98
2008,60,69,86,52,4.36,29,24,0,25.4,0,99,5.66,99
2007,73,65,50,94,4.14,32,61,0,24.7,0,98,7.44,97
2006,59,61,93,64,5.46,70,39,0,24,0,97,7.84,97
2005,54,61,68,90,5.27,63,28,0,23.4,0,97,1.4,97
2004,81,83,99,60,5.78,52,57,0,22.8,0,99,9.94,96
2003,62,59,73,62,6.54,27,63,0,22.2,0,94,11.12,94
2002,68,80,81,86,5.8,47,71,0,21.7,0,92,1.21,92
2001,71,67,63,52,5.02,38,49,0,21.1,0,9,1.28,92
2000,59,84,53,67,5.07,34,28,0,2.7,0,87,8.86,82
2015,73,63,85,70,,20,70,219,68.2,8,97,,98
2014,55,63,80,82,0.09,23,40,154,67.3,9,98,4.68,98
2013,56,58,98,68,0.09,74,44,1164,66.4,9,98,4.25,98
2012,82,83,94,71,0.09,56,35,294,65.6,9,98,3.86,98
2011,80,71,87,70,0.09,24,32,362,64.7,9,98,3.57,98
2010,74,57,87,87,0.09,25,37,334,63.9,9,98,3.49,98
2009,61,59,97,64,0.09,19,25,82,63.1,10,98,4.9,98
2008,79,75,94,72,0.09,21,22,158,62.4,10,98,2.87,98
2007,54,82,82,57,0.1,72,25,4648,61.6,10,96,3.49,96
2006,54,60,62,58,0.08,23,19,807,6.9,10,96,3.55,96
2005,79,63,67,93,0.05,56,75,373,6.2,10,96,3.42,96
2004,74,60,60,99,0.06,24,43,1880,59.4,11,96,3.58,96
2003,78,50,59,81,0.05,22,35,1208,58.5,11,95,4.2,95
2002,69,78,58,98,0.05,42,46,311,57.7,11,95,4.28,95
2001,63,73,99,96,0.05,41,36,155,56.9,12,97,4.49,97
2000,67,55,83,88,0.05,44,56,0,56.2,12,95,4.24,95
2015,82,74,83,93,,74,71,58,24.3,26,85,,89
2014,82,74,62,53,0.26,38,42,32,23.8,27,85,4.66,89
2013,79,78,84,56,0.26,45,71,17,23.2,28,89,4.51,92
2012,74,83,80,69,0.28,24,19,46,22.7,29,83,4.31,91
2011,54,82,69,73,0.32,70,69,18,22.2,31,89,4.42,92
2010,68,72,76,71,0.28,75,69,428,21.7,32,76,4.62,89
2009,83,55,65,96,0.3,35,20,999,21.2,33,83,4.81,86
2008,58,54,96,75,0.28,47,27,6,2.8,34,87,4.94,88
2007,75,61,71,67,0.32,59,46,11,2.3,36,93,4.72,94
2006,72,59,91,73,0.34,72,35,3,19.9,38,89,5.44,89
2005,72,57,77,70,0.33,60,18,0,19.5,40,84,5.35,84
2004,68,78,88,91,0.35,53,29,31,19.1,42,87,5.68,87
2003,53,55,75,70,0.33,64,66,1519,18.7,44,73,5.4,73
2002,82,52,70,65,0.36,42,30,18184,18.3,47,6,5.6,6
2001,78,83,98,86,0.34,64,71,24789,17.9,49,49,4.98,52
2000,52,75,79,81,0.29,48,72,5839,17.5,50,49,4.63,52
2015,57,69,61,68,,56,75,383,6,1,95,,95
2014,67,65,61,70,9.09,73,70,37,59.4,1,93,1.37,93
2013,72,82,99,87,9.16,62,26,1,58.9,1,97,1.12,95
2012,73,51,90,67,9.38,44,58,0,58.3,1,93,9.89,91
2011,71,67,94,99,9.56,70,19,370,57.7,1,94,9.72,94
2010,56,72,80,69,9.65,54,41,20,57,1,91,1.9,91
2009,82,62,70,89,9.85,58,62,1,56.4,1,97,9.9,95
2008,68,66,80,76,9.54,36,60,2,55.8,1,95,1.5,95
2007,57,51,76,96,9.3,54,19,201,55.1,1,93,1.2,94
2006,51,85,60,69,8.58,61,23,2,54.5,1,97,8.99,92
2005,73,84,66,60,9.6,48,68,2,53.9,1,98,8.7,98
2004,83,83,94,55,7.42,71,56,11,53.3,1,96,8.24,88
2003,82,55,80,68,7.25,60,48,15,52.8,1,89,8.13,89
2002,74,59,86,54,6.95,28,33,63,52.2,1,95,8.9,95
2001,66,56,82,93,7.53,60,23,35,51.7,1,93,6.89,93
2000,79,84,79,55,7.38,63,64,38,51.2,2,98,6.53,95
2015,71,70,96,63,,42,35,0,37.4,0,97,,97
2014,67,51,59,56,0.01,68,30,0,36.2,0,99,3.37,99
2013,79,69,62,52,0.01,47,69,0,35.5,0,98,3.58,98
2012,72,69,83,91,0.01,75,48,0,34.8,0,98,4.8,98
2011,80,85,91,72,9.72,42,62,0,34.2,0,99,3.38,99
2010,75,85,87,69,6.51,29,18,0,33.5,0,99,3.59,99
2009,69,60,96,96,4.94,72,30,0,32.4,0,99,2.64,99
2008,64,61,54,79,6.33,33,63,0,31.8,0,99,2.64,99
2007,67,70,87,82,8.12,50,52,1,31.2,0,99,3.3,99
2006,56,83,70,94,8.12,39,39,10,3.7,0,99,3.73,99
2005,67,57,88,54,7.82,31,56,0,3.1,0,99,3.91,99
2004,80,77,84,92,7.91,34,24,0,29.2,0,99,4.17,99
2003,66,60,60,60,7.41,19,46,0,28.7,0,99,4.64,99
2002,66,55,87,89,11.15,59,74,0,28.1,0,99,4.21,99
2001,51,80,98,85,6.72,34,40,0,27.6,0,96,4.45,96
2000,66,75,55,93,8.24,18,49,0,27.1,0,98,4.62,98
2015,84,84,52,97,,44,43,607,24.4,30,86,,86
2014,75,58,94,60,0.01,66,21,1006,23.8,32,83,11.9,83
2013,75,55,92,64,0.01,33,62,15,23.3,33,92,11.59,92
2012,75,59,61,92,0.01,72,59,678,22.7,35,91,11.24,91
2011,60,70,73,73,3.78,68,21,1865,22.2,38,88,11.98,89
2010,74,81,77,96,3.84,42,24,1089,21.7,40,84,1.32,86
2009,66,82,67,74,3.97,59,27,31,21.2,42,81,13.13,84
2008,65,65,89,59,3.91,21,53,44,2.7,44,75,1.29,77
2007,83,67,75,51,3.86,57,58,0,2.2,45,63,1.12,64
2006,85,62,56,61,3.8,63,35,33,19.7,46,65,1.68,64
2005,61,62,58,66,3.83,65,19,29,19.2,47,67,12.25,65
2004,52,63,53,62,3.99,57,50,7,18.8,47,69,11.66,65
2003,65,81,91,86,4.07,37,69,586,18.4,47,66,11.69,73
2002,70,82,77,57,4.06,48,43,568,17.9,48,54,11.96,53
2001,85,62,100,85,4.21,40,58,649,17.5,48,38,11.83,38
2000,84,64,50,76,3.97,41,31,3575,17.2,48,46,13.63,44
2015,81,71,54,90,1.79,25,31,0,33.2,0,96,,96
2014,80,68,93,81,1.83,47,68,0,32.9,0,96,4.92,96
2013,57,64,97,63,1.83,43,46,138,32.7,0,97,4.53,97
2012,74,79,70,82,1.89,50,41,42,32.4,0,97,4.22,97
2011,63,80,93,98,1.8,67,26,148,32.1,0,96,3.93,96
2010,82,85,74,97,1.84,50,48,50,31.8,0,96,3.96,96
2009,71,81,72,71,1.73,36,22,16,31.5,0,97,4.27,97
2008,65,64,87,80,1.7,55,58,18,31.2,0,97,3.91,97
2007,76,52,70,74,1.6,75,46,15,3.9,0,97,3.46,97
2006,55,76,61,56,1.55,41,45,23,3.5,0,95,3.66,95
2005,52,71,98,75,1.49,75,26,33,3.2,0,96,3.74,96
2004,63,71,61,78,1.45,36,63,96,29.9,0,95,3.17,95
2003,78,82,84,72,1.43,74,69,33,29.6,0,96,3.63,96
2002,69,66,99,87,2.16,47,45,211,29.2,0,94,2.84,94
2001,72,60,61,76,2.08,37,42,408,28.9,0,95,2.37,96
2000,70,84,61,77,2.03,24,29,141,28.5,0,98,2.71,98
2015,68,58,99,69,,41,51,1,59.1,0,96,,96
2014,69,78,88,83,10.6,56,34,0,58.4,0,97,8.5,97
2013,63,59,84,73,9.89,37,28,0,57.8,0,98,8,98
2012,80,82,53,98,10.12,20,35,0,57.2,0,99,8.15,99
2011,69,78,97,95,10.24,20,59,0,56.5,0,99,7.96,99
2010,55,64,94,95,10.13,21,67,0,55.9,0,99,8.51,99
2009,73,56,84,95,10.63,46,32,0,55.3,0,99,9.15,99
2008,82,83,96,77,11.37,23,53,0,54.8,0,99,8.2,99
2007,55,60,68,86,10.58,49,51,0,54.2,0,99,7.76,99
2006,79,80,70,66,10.28,19,33,0,53.7,0,99,7.35,99
2005,58,55,98,88,10.81,66,66,0,53.1,0,99,7.4,99
2004,83,81,86,53,10.03,47,28,2,52.6,0,99,7.21,99
2003,74,75,65,75,9.85,19,61,1,52.1,0,98,5.82,99
2002,70,55,67,68,10.78,71,32,0,51.6,0,98,5.63,99
2001,61,50,85,57,10.73,25,46,0,51.1,1,99,5.5,99
2000,65,53,79,72,11.06,63,63,0,5.7,1,98,5.5,99
2015,75,55,79,88,,71,27,18,6.1,0,95,,95
2014,65,56,65,87,10.46,48,32,52,59.5,0,95,9.23,95
2013,54,73,100,76,9.53,37,63,1,58.9,0,95,9.29,95
2012,52,70,93,94,10.95,26,72,2,58.2,0,96,9.37,96
2011,62,60,71,89,10.61,62,52,22,57.6,0,96,9.8,96
2010,81,71,70,58,10.32,60,62,2,57,0,96,9.7,96
2009,65,82,92,57,10.52,42,45,0,56.4,0,96,9.38,96
2008,80,74,64,96,10.94,57,65,0,55.8,0,97,8.47,97
2007,73,58,67,98,11.02,74,47,0,55.2,0,97,7.98,97
2006,62,79,68,81,12.26,42,23,0,54.7,0,97,8.42,97
2005,62,80,56,66,11.14,60,70,0,54.1,0,95,8.5,95
2004,77,59,95,100,10,52,37,0,53.5,0,94,8.47,94
2003,73,78,90,96,11.58,40,73,0,52.9,0,95,8.77,95
2002,85,82,70,70,9.29,47,20,0,52.3,0,93,8.62,93
2001,80,63,57,59,10.8,37,44,0,51.8,0,93,8.57,92
2000,82,62,55,59,11.9,60,69,0,51.2,0,93,8.26,91
2015,72,68,63,82,,29,49,0,5.5,0,99,,98
2014,54,60,87,92,0.01,48,45,0,49.7,0,94,5.5,88
2013,53,73,89,80,0.01,31,24,0,48.9,0,99,5.42,94
2012,63,58,64,79,0.01,41,42,0,48.1,0,99,5.48,99
2011,52,51,97,90,0.99,75,24,0,47.2,0,99,5.8,99
2010,66,76,59,88,1.1,36,65,0,46.4,0,94,7.47,9
2009,78,85,92,80,1.21,42,50,0,45.5,0,98,7.92,92
2008,57,74,95,66,1.09,42,73,0,44.7,0,94,5.97,89
2007,76,59,54,59,0.85,31,46,0,43.8,0,93,6.42,9
2006,69,54,51,80,0.99,27,26,0,43,0,99,6.66,99
2005,69,61,98,50,0.9,48,25,0,42.1,0,9,7.83,89
2004,81,75,51,93,1.18,70,70,0,41.3,0,89,5.64,9
2003,81,65,62,90,1.18,68,52,0,4.4,0,84,6,84
2002,56,85,89,79,1.08,28,18,0,39.6,0,78,6.9,78
2001,50,58,73,95,0.7,41,67,0,38.7,0,88,6.44,84
2000,64,73,81,67,0.71,24,66,0,37.9,0,88,4.56,86
2015,84,62,84,81,,54,21,7497,24.3,80,47,,42
2014,56,54,82,72,0.01,52,54,10229,23.8,80,47,,42
2013,67,63,91,75,0.01,59,44,3173,23.3,81,47,,42
2012,84,69,91,83,0.01,40,66,9983,22.9,82,47,,42
2011,68,50,69,80,0.01,72,33,17298,22.4,82,49,,41
2010,73,73,91,67,0.01,44,57,115,22,83,49,,45
2009,58,56,58,54,0.01,67,52,13,21.5,84,41,,42
2008,74,76,74,66,0.01,59,41,1081,21.1,84,4,,31
2007,68,60,53,83,0.01,41,57,1149,2.7,84,4,,4
2006,62,50,85,53,0.01,68,51,7,2.2,83,26,,26
2005,60,58,85,91,0.01,43,37,0,19.8,82,35,,35
2004,57,85,81,94,0.01,53,23,12008,19.4,80,3,,3
2003,53,55,94,92,0.01,47,54,8257,19,78,4,,4
2002,75,58,76,53,0.01,57,39,9559,18.6,77,4,,4
2001,71,62,99,81,0.01,51,63,3571,18.2,75,33,,33
2000,80,76,61,63,0.01,48,48,3965,17.8,74,37,,33
2015,51,53,92,75,,52,48,17,51.1,52,75,,75
2014,67,57,57,55,7.38,23,25,66,5.3,52,77,8.8,77
2013,64,73,56,95,7.34,57,22,25,49.5,54,73,8.78,73
2012,61,60,58,91,7.38,53,21,32,48.7,56,65,8.79,65
2011,81,77,90,91,7.38,52,50,92,47.9,58,69,8.61,69
2010,71,73,90,65,7.28,63,43,12499,47.2,62,72,8.5,72
2009,66,78,63,66,7.6,43,57,5857,46.4,70,75,8.39,76
2008,62,66,61,77,8.19,71,40,39,45.7,75,77,7.75,79
2007,75,52,80,73,8.48,51,74,31,45,79,79,7.53,82
2006,71,65,100,80,8.5,61,31,81,44.3,82,79,7.57,82
2005,76,67,61,68,8.69,31,47,615,43.6,84,75,7.77,79
2004,57,57,69,59,6.96,44,51,830,42.9,83,73,7.93,74
2003,55,76,78,60,6.93,72,44,244,42.2,82,7,8.26,69
2002,66,80,87,82,7.04,55,42,1043,41.6,79,7,8.9,7
2001,80,52,75,58,7.38,32,68,1166,4.9,76,71,8.31,71
